epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,1.4571925401687622,,
0,99,,0.9326165914535522,,
,0,,,,1.0341260433197021
,1,,,,1.2068458795547485
,2,,,,1.079338550567627
,3,,,,1.0307519435882568
,4,,,,1.0612208843231201
0,142,,,1.0824568271636963,
0,142,1.1252683401107788,,,
1,149,,0.9712410569190979,,
1,199,,1.0380253791809082,,
1,249,,0.9150447845458984,,
,5,,,,0.9811179637908936
,6,,,,1.1532695293426514
,7,,,,1.0226693153381348
,8,,,,0.9873225688934326
,9,,,,1.026418924331665
1,285,,,1.0341596603393555,
1,285,1.0329262018203735,,,
2,299,,0.9004039764404297,,
2,349,,0.7730789184570312,,
2,399,,1.0861115455627441,,
,10,,,,0.9520254731178284
,11,,,,1.12379789352417
,12,,,,0.9911339282989502
,13,,,,0.964621901512146
,14,,,,1.0094749927520752
2,428,,,1.0082107782363892,
2,428,0.997421383857727,,,
3,449,,0.9761855602264404,,
3,499,,1.5241459608078003,,
3,549,,1.0072922706604004,,
,15,,,,0.9379607439041138
,16,,,,1.1095212697982788
,17,,,,0.9757043719291687
,18,,,,0.9541280269622803
,19,,,,1.002197265625
3,571,,,0.9959023594856262,
3,571,0.9891009330749512,,,
4,599,,0.9262046813964844,,
4,649,,1.3287558555603027,,
4,699,,1.2431331872940063,,
,20,,,,0.8732299208641052
,21,,,,1.0227394104003906
,22,,,,0.9280660152435303
,23,,,,0.8800621032714844
,24,,,,0.9912066459655762
4,714,,,0.9390608072280884,
4,714,0.951730489730835,,,
5,749,,1.2296552658081055,,
5,799,,0.5355169773101807,,
5,849,,0.6786472201347351,,
,25,,,,0.7282047867774963
,26,,,,0.7477192282676697
,27,,,,0.8310432434082031
,28,,,,0.7893176674842834
,29,,,,0.9930848479270935
5,857,,,0.8178739547729492,
5,857,0.8639798164367676,,,
6,899,,0.8511861562728882,,
6,949,,1.2452000379562378,,
6,999,,0.6441837549209595,,
,30,,,,0.6820573806762695
,31,,,,0.6982055902481079
,32,,,,0.7553093433380127
,33,,,,0.7641398906707764
,34,,,,0.9460450410842896
6,1000,,,0.769151508808136,
6,1000,0.8091197609901428,,,
7,1049,,0.9428805112838745,,
7,1099,,1.1734058856964111,,
,35,,,,0.544549822807312
,36,,,,0.5607999563217163
,37,,,,0.637738823890686
,38,,,,0.648872971534729
,39,,,,0.8225265741348267
7,1143,,,0.6428976058959961,
7,1143,0.723647952079773,,,
8,1149,,0.6071370244026184,,
8,1199,,0.8357256650924683,,
8,1249,,0.844940185546875,,
,40,,,,0.4180849492549896
,41,,,,0.42264091968536377
,42,,,,0.5795876979827881
,43,,,,0.5701396465301514
,44,,,,0.7683302760124207
8,1286,,,0.551756739616394,
8,1286,0.6554760336875916,,,
9,1299,,0.4400174617767334,,
9,1349,,0.7121540904045105,,
9,1399,,0.3693440556526184,,
,45,,,,0.39799046516418457
,46,,,,0.4512995779514313
,47,,,,0.6059955358505249
,48,,,,0.5365036725997925
,49,,,,0.740447998046875
9,1429,,,0.5464474558830261,
9,1429,0.6028373837471008,,,
10,1449,,0.3469245135784149,,
10,1499,,0.32540175318717957,,
10,1549,,0.4381207227706909,,
,50,,,,0.3420926630496979
,51,,,,0.3939390480518341
,52,,,,0.6377826929092407
,53,,,,0.5122478008270264
,54,,,,0.7849709391593933
10,1572,,,0.5342066287994385,
10,1572,0.5522987246513367,,,
11,1599,,0.33011847734451294,,
11,1649,,0.6300999522209167,,
11,1699,,0.5424879789352417,,
,55,,,,0.25108808279037476
,56,,,,0.3856508135795593
,57,,,,0.4744468927383423
,58,,,,0.38575446605682373
,59,,,,0.6629650592803955
11,1715,,,0.43198108673095703,
11,1715,0.51053786277771,,,
12,1749,,0.5843212604522705,,
12,1799,,0.29331254959106445,,
12,1849,,0.5784766674041748,,
,60,,,,0.2536456882953644
,61,,,,0.3601192831993103
,62,,,,0.5494747161865234
,63,,,,0.4357149004936218
,64,,,,0.7074226140975952
12,1858,,,0.46127548813819885,
12,1858,0.5053830146789551,,,
