epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,0.7892913222312927,,
0,99,,0.8419751524925232,,
,0,,,,1.331711769104004
,1,,,,0.9516412019729614
,2,,,,1.7165076732635498
,3,,,,0.9803770184516907
,4,,,,0.7610058188438416
0,145,,,1.2099831104278564,
0,145,1.0146634578704834,,,
1,149,,1.0182722806930542,,
1,199,,0.9087284803390503,,
1,249,,1.0915136337280273,,
,5,,,,1.3676873445510864
,6,,,,0.9415945410728455
,7,,,,1.7270777225494385
,8,,,,0.9784930348396301
,9,,,,0.7504140734672546
1,291,,,1.2172422409057617,
1,291,0.9762408137321472,,,
2,299,,0.9855625629425049,,
2,349,,1.1208603382110596,,
2,399,,1.876033902168274,,
,10,,,,1.3608757257461548
,11,,,,0.9071794748306274
,12,,,,1.7149442434310913
,13,,,,0.9555582404136658
,14,,,,0.7160614728927612
2,437,,,1.19706130027771,
2,437,0.9654071927070618,,,
3,449,,1.091306209564209,,
3,499,,0.8509316444396973,,
3,549,,1.0191380977630615,,
,15,,,,1.3065640926361084
,16,,,,0.8618265986442566
,17,,,,1.6523544788360596
,18,,,,0.8919397592544556
,19,,,,0.6984606385231018
3,583,,,1.1434096097946167,
3,583,0.9389784336090088,,,
4,599,,1.215212345123291,,
4,649,,1.0328865051269531,,
4,699,,0.7519094944000244,,
,20,,,,1.1246099472045898
,21,,,,0.6368190050125122
,22,,,,1.4130595922470093
,23,,,,0.7109463214874268
,24,,,,0.4390110969543457
4,729,,,0.9327828288078308,
4,729,0.8618243336677551,,,
5,749,,0.7639671564102173,,
5,799,,1.1744804382324219,,
5,849,,0.502451479434967,,
,25,,,,0.8583804368972778
,26,,,,0.5017889738082886
,27,,,,1.047555923461914
,28,,,,0.5790141820907593
,29,,,,0.3267483711242676
5,875,,,0.7162547707557678,
5,875,0.7562835216522217,,,
6,899,,0.9010433554649353,,
6,949,,0.7459819316864014,,
6,999,,0.6534923911094666,,
,30,,,,0.762467622756958
,31,,,,0.394484281539917
,32,,,,0.9370675683021545
,33,,,,0.5538776516914368
,34,,,,0.4212966561317444
6,1021,,,0.6445338726043701,
6,1021,0.6611413955688477,,,
7,1049,,0.3705918788909912,,
7,1099,,0.9751023054122925,,
7,1149,,0.5533796548843384,,
,35,,,,0.6445784568786621
,36,,,,0.31276005506515503
,37,,,,0.8005214929580688
,38,,,,0.4463649392127991
,39,,,,0.2739901542663574
7,1167,,,0.5309789180755615,
7,1167,0.6237625479698181,,,
8,1199,,0.5634610652923584,,
8,1249,,0.363334596157074,,
8,1299,,0.5148823261260986,,
,40,,,,0.5818595886230469
,41,,,,0.30065467953681946
,42,,,,0.7223683595657349
,43,,,,0.44275349378585815
,44,,,,0.26259729266166687
8,1313,,,0.4938429594039917,
8,1313,0.5629878640174866,,,
9,1349,,0.48349738121032715,,
9,1399,,0.20961357653141022,,
9,1449,,1.2610790729522705,,
,45,,,,0.554250180721283
,46,,,,0.33107990026474
,47,,,,0.6353396773338318
,48,,,,0.4906216263771057
,49,,,,0.2649681568145752
9,1459,,,0.4855869710445404,
9,1459,0.5421075820922852,,,
10,1499,,0.5797587037086487,,
10,1549,,0.7019715309143066,,
10,1599,,0.28524553775787354,,
,50,,,,0.6141051650047302
,51,,,,0.3242536187171936
,52,,,,0.6494908928871155
,53,,,,0.443759024143219
,54,,,,0.2419445812702179
10,1605,,,0.48862987756729126,
10,1605,0.5079842209815979,,,
11,1649,,0.5947124361991882,,
11,1699,,0.3895319402217865,,
11,1749,,0.6172730922698975,,
,55,,,,0.6173852682113647
,56,,,,0.2811908721923828
,57,,,,0.7501342296600342
,58,,,,0.37184882164001465
,59,,,,0.2037963718175888
11,1751,,,0.48330333828926086,
11,1751,0.4640819728374481,,,
12,1799,,0.48054465651512146,,
12,1849,,0.27818921208381653,,
,60,,,,0.5630829334259033
,61,,,,0.3170604109764099
,62,,,,0.6038205623626709
,63,,,,0.40426647663116455
,64,,,,0.25914496183395386
12,1897,,,0.4566291570663452,
12,1897,0.4633066952228546,,,
13,1899,,0.44464370608329773,,
13,1949,,0.5840637683868408,,
13,1999,,0.46168792247772217,,
,65,,,,0.6631709933280945
,66,,,,0.2319173514842987
,67,,,,0.8262986540794373
,68,,,,0.3213249742984772
,69,,,,0.20299386978149414
13,2043,,,0.4883820414543152,
13,2043,0.45092344284057617,,,
14,2049,,0.32594773173332214,,
14,2099,,0.7824229001998901,,
14,2149,,0.6529320478439331,,
,70,,,,0.5353844165802002
,71,,,,0.3111957907676697
,72,,,,0.6030376553535461
,73,,,,0.3987956643104553
,74,,,,0.2553408741950989
14,2189,,,0.4471205770969391,
14,2189,0.43709108233451843,,,
15,2199,,0.6401499509811401,,
15,2249,,0.4713246822357178,,
15,2299,,0.36240720748901367,,
,75,,,,0.5991142392158508
,76,,,,0.29807615280151367
,77,,,,0.6451245546340942
,78,,,,0.36522650718688965
,79,,,,0.24075749516487122
15,2335,,,0.4597746431827545,
15,2335,0.4477282464504242,,,
16,2349,,0.2525070905685425,,
16,2399,,0.344662070274353,,
16,2449,,0.4927443265914917,,
,80,,,,0.5513215065002441
,81,,,,0.2764742970466614
,82,,,,0.5896945595741272
,83,,,,0.35106930136680603
,84,,,,0.23258887231349945
16,2481,,,0.42695507407188416,
16,2481,0.4280860722064972,,,
17,2499,,0.1991363912820816,,
17,2549,,0.6975830793380737,,
17,2599,,0.47865718603134155,,
,85,,,,0.622734010219574
,86,,,,0.29943397641181946
,87,,,,0.6770293712615967
,88,,,,0.3654906153678894
,89,,,,0.23407359421253204
17,2627,,,0.4725416898727417,
17,2627,0.42731866240501404,,,
18,2649,,0.6338787078857422,,
18,2699,,0.4845081567764282,,
18,2749,,0.32392504811286926,,
,90,,,,0.590813159942627
,91,,,,0.3099762797355652
,92,,,,0.6027477383613586
,93,,,,0.3904472291469574
,94,,,,0.23862917721271515
18,2773,,,0.45647677779197693,
18,2773,0.4236985146999359,,,
19,2799,,0.8386921286582947,,
19,2849,,0.3364090919494629,,
19,2899,,0.7862815856933594,,
,95,,,,0.5662892460823059
,96,,,,0.2542746663093567
,97,,,,0.5666102170944214
,98,,,,0.3170830011367798
,99,,,,0.18564355373382568
19,2919,,,0.4086424708366394,
19,2919,0.3989754915237427,,,
20,2949,,0.5133982300758362,,
20,2999,,0.3740614354610443,,
20,3049,,0.4722661077976227,,
,100,,,,0.5935673713684082
,101,,,,0.26553991436958313
,102,,,,0.5858789086341858
,103,,,,0.3177996277809143
,104,,,,0.2092646211385727
20,3065,,,0.4239259958267212,
20,3065,0.3956126570701599,,,
21,3099,,0.38824915885925293,,
21,3149,,0.28534799814224243,,
21,3199,,0.3641553819179535,,
,105,,,,0.5299558639526367
,106,,,,0.25257158279418945
,107,,,,0.564669132232666
,108,,,,0.32490065693855286
,109,,,,0.21723471581935883
21,3211,,,0.4034743309020996,
21,3211,0.38945069909095764,,,
22,3249,,0.3690512776374817,,
22,3299,,0.32948145270347595,,
22,3349,,0.9014862179756165,,
,110,,,,0.5431070327758789
,111,,,,0.25885820388793945
,112,,,,0.5530758500099182
,113,,,,0.3362746238708496
,114,,,,0.21767471730709076
22,3357,,,0.4079626500606537,
22,3357,0.3938157856464386,,,
23,3399,,0.5224748253822327,,
23,3449,,0.3434610664844513,,
23,3499,,0.4185829162597656,,
,115,,,,0.6104444265365601
,116,,,,0.23291528224945068
,117,,,,0.5386845469474792
,118,,,,0.30270326137542725
